ROW_TYPE,COLUMN_TYPE,ROW,ROW_BUS,COLUMN,COLUMN_BUS,VALUE
P,V,40,103,41,104,-0.000000
P,V,41,104,41,104,-3.774950
P,V,43,105,41,104,3.774950
P,V,42,101,42,101,0.000000
P,V,43,105,42,101,-0.000000
P,V,41,104,43,105,3.774950
P,V,42,101,43,105,-0.000000
P,V,43,105,43,105,-3.774950
Q,A,0,39,0,39,4.429497
Q,A,1,9,0,39,-1.832847
Q,A,2,1,0,39,-0.566743
Q,A,0,39,1,9,-1.550306
Q,A,1,9,1,9,3.526015
Q,A,38,8,1,9,-1.866220
Q,A,0,39,2,1,-2.879192
Q,A,2,1,2,1,4.010211
Q,A,36,2,2,1,-1.072724
Q,A,3,4,3,4,10.155735
Q,A,5,5,3,4,-3.280937
Q,A,37,3,3,4,-2.279979
Q,A,4,7,4,7,27.988405
Q,A,27,6,4,7,-2.903943
Q,A,38,8,4,7,-20.510270
Q,A,3,4,5,5,-6.530669
Q,A,5,5,5,5,41.029522
Q,A,27,6,5,5,-25.032691
Q,A,38,8,5,5,-9.460001
Q,A,6,32,6,32,-6.499984
Q,A,7,10,6,32,-6.499984
Q,A,6,32,7,10,6.499984
Q,A,7,10,7,10,44.368342
Q,A,23,13,7,10,-25.085296
Q,A,25,11,7,10,-25.455174
Q,A,8,12,8,12,1.753721
Q,A,23,13,8,12,-0.804952
Q,A,25,11,8,12,-0.843682
Q,A,9,34,9,34,-2.240588
Q,A,10,20,9,34,-7.727563
Q,A,9,34,10,20,2.240588
Q,A,10,20,10,20,13.072914
Q,A,12,19,10,20,-1.850229
Q,A,11,33,11,33,-2.876345
Q,A,12,19,11,33,-9.626073
Q,A,10,20,12,19,-5.345350
Q,A,11,33,12,19,2.876345
Q,A,12,19,12,19,11.540680
Q,A,19,16,12,19,-8.966482
Q,A,13,35,13,35,-6.500038
Q,A,15,22,13,35,-6.500038
Q,A,14,36,14,36,-4.835855
Q,A,18,23,14,36,-6.323401
Q,A,13,35,15,22,6.500038
Q,A,15,22,15,22,11.634765
Q,A,16,21,15,22,-10.377955
Q,A,18,23,15,22,-7.509271
Q,A,15,22,16,21,1.586891
Q,A,16,21,16,21,11.733237
Q,A,19,16,16,21,-7.956950
Q,A,17,24,17,24,14.269734
Q,A,18,23,17,24,1.585047
Q,A,19,16,17,24,-9.586171
Q,A,14,36,18,23,4.835855
Q,A,15,22,18,23,-6.721618
Q,A,17,24,18,23,-5.439599
Q,A,18,23,18,23,12.247624
Q,A,12,19,19,16,-0.064378
Q,A,16,21,19,16,-1.355282
Q,A,17,24,19,16,-8.830135
Q,A,19,16,19,16,41.677198
Q,A,21,15,19,16,-13.288290
Q,A,39,17,19,16,-11.448855
Q,A,20,102,20,102,-1.541661
Q,A,22,14,20,102,-1.541661
Q,A,19,16,21,15,-7.871330
Q,A,21,15,21,15,17.531177
Q,A,22,14,21,15,-3.560047
Q,A,20,102,22,14,1.541661
Q,A,21,15,22,14,-4.242887
Q,A,22,14,22,14,17.014843
Q,A,23,13,22,14,-6.042245
Q,A,7,10,23,13,-19.155835
Q,A,8,12,23,13,-0.897617
Q,A,22,14,23,13,-11.913135
Q,A,23,13,23,13,31.932492
Q,A,24,31,24,31,-5.636311
Q,A,27,6,24,31,-5.636311
Q,A,7,10,25,11,-18.712523
Q,A,8,12,25,11,-0.856104
Q,A,25,11,25,11,33.449759
Q,A,27,6,25,11,-13.924514
Q,A,26,18,26,18,19.141176
Q,A,37,3,26,18,-6.899202
Q,A,39,17,26,18,-9.124918
Q,A,4,7,27,6,-11.260199
Q,A,5,5,27,6,-34.516779
Q,A,24,31,27,6,5.636311
Q,A,25,11,27,6,-7.150902
Q,A,27,6,27,6,47.497458
Q,A,28,30,28,30,-2.500049
Q,A,36,2,28,30,-2.500049
Q,A,29,37,29,37,-4.223251
Q,A,30,25,29,37,-6.569295
Q,A,29,37,30,25,4.223251
Q,A,30,25,30,25,70.489595
Q,A,34,26,30,25,-4.126901
Q,A,36,2,30,25,-64.977254
Q,A,31,38,31,38,-4.845283
Q,A,33,29,31,38,-11.688080
Q,A,32,28,32,28,10.867243
Q,A,33,29,32,28,-3.219696
Q,A,34,26,32,28,-3.509654
Q,A,31,38,33,29,4.845283
Q,A,32,28,33,29,-10.189893
Q,A,33,29,33,29,14.582215
Q,A,34,26,33,29,-3.503898
Q,A,30,25,34,26,-2.630800
Q,A,32,28,34,26,-0.677350
Q,A,33,29,34,26,0.325561
Q,A,34,26,34,26,15.563735
Q,A,35,27,34,26,-9.591699
Q,A,34,26,35,27,-4.423281
Q,A,35,27,35,27,14.380443
Q,A,39,17,35,27,-4.481909
Q,A,2,1,36,2,-3.443468
Q,A,28,30,36,2,2.500049
Q,A,30,25,36,2,-61.289500
Q,A,36,2,36,2,71.130526
Q,A,37,3,36,2,-9.638882
Q,A,3,4,37,3,-3.625066
Q,A,26,18,37,3,-6.227456
Q,A,36,2,37,3,-2.580498
Q,A,37,3,37,3,18.818063
Q,A,1,9,38,8,-1.693167
Q,A,4,7,38,8,-16.728206
Q,A,5,5,38,8,-3.231806
Q,A,38,8,38,8,31.836491
Q,A,19,16,39,17,-7.296265
Q,A,26,18,39,17,-12.913720
Q,A,35,27,39,17,-4.788745
Q,A,39,17,39,17,25.055682
Q,A,40,103,40,103,0.000000
Q,A,41,104,40,103,0.000000
Q,A,40,103,41,104,0.000000
Q,A,41,104,41,104,3.774950
Q,A,43,105,41,104,-3.774950
Q,A,42,101,42,101,0.000000
Q,A,43,105,42,101,0.000000
Q,A,41,104,43,105,-3.774950
Q,A,42,101,43,105,0.000000
Q,A,43,105,43,105,3.774950
Q,V,0,39,0,39,-79.690377
Q,V,1,9,0,39,41.052192
Q,V,2,1,0,39,41.864503
Q,V,0,39,1,9,41.139452
Q,V,1,9,1,9,-68.454046
Q,V,38,8,1,9,27.315434
Q,V,0,39,2,1,41.075224
Q,V,2,1,2,1,-66.379664
Q,V,36,2,2,1,25.409472
Q,V,3,4,3,4,-123.537534
Q,V,5,5,3,4,78.296089
Q,V,37,3,3,4,48.233226
Q,V,4,7,4,7,-321.988488
Q,V,27,6,4,7,109.224680
Q,V,38,8,4,7,214.665195
Q,V,3,4,5,5,77.999731
Q,V,5,5,5,5,-551.600832
Q,V,27,6,5,5,385.501108
Q,V,38,8,5,5,88.177560
Q,V,6,32,6,32,-51.247869
Q,V,7,10,6,32,47.062131
Q,V,6,32,7,10,45.492498
Q,V,7,10,7,10,-513.313948
Q,V,23,13,7,10,233.545347
Q,V,25,11,7,10,233.120058
Q,V,8,12,8,12,-44.488837
Q,V,23,13,8,12,23.146005
Q,V,25,11,8,12,23.106693
Q,V,9,34,9,34,-57.748055
Q,V,10,20,9,34,53.956878
Q,V,9,34,10,20,55.621776
Q,V,10,20,10,20,-124.526034
Q,V,12,19,10,20,71.664345
Q,V,11,33,11,33,-71.147452
Q,V,12,19,11,33,68.344727
Q,V,10,20,12,19,67.465273
Q,V,11,33,12,19,65.494308
Q,V,12,19,12,19,-185.300478
Q,V,19,16,12,19,52.062923
Q,V,13,35,13,35,-75.389274
Q,V,15,22,13,35,71.365971
Q,V,14,36,14,36,-40.030309
Q,V,18,23,14,36,37.948920
Q,V,13,35,15,22,71.319752
Q,V,15,22,15,22,-253.357841
Q,V,16,21,15,22,72.934682
Q,V,18,23,15,22,108.404443
Q,V,15,22,16,21,74.860636
Q,V,16,21,16,21,-148.287944
Q,V,19,16,16,21,75.938721
Q,V,17,24,17,24,-205.636231
Q,V,18,23,17,24,29.758592
Q,V,19,16,17,24,174.487545
Q,V,14,36,18,23,38.817786
Q,V,15,22,18,23,108.970244
Q,V,17,24,18,23,29.130155
Q,V,18,23,18,23,-175.478566
Q,V,12,19,19,16,53.666282
Q,V,16,21,19,16,76.306673
Q,V,17,24,19,16,175.454485
Q,V,19,16,19,16,-526.574812
Q,V,21,15,19,16,106.796722
Q,V,39,17,19,16,115.284188
Q,V,20,102,20,102,-9.700848
Q,V,22,14,20,102,9.999152
Q,V,19,16,21,15,109.038927
Q,V,21,15,21,15,-151.791095
Q,V,22,14,21,15,46.331558
Q,V,20,102,22,14,9.883222
Q,V,21,15,22,14,46.461041
Q,V,22,14,22,14,-155.340842
Q,V,23,13,22,14,99.840082
Q,V,7,10,23,13,234.740893
Q,V,8,12,23,13,22.818798
Q,V,22,14,23,13,99.082082
Q,V,23,13,23,13,-356.617625
Q,V,24,31,24,31,-41.341650
Q,V,27,6,24,31,37.218350
Q,V,7,10,25,11,234.773275
Q,V,8,12,25,11,22.820297
Q,V,25,11,25,11,-379.177314
Q,V,27,6,25,11,121.628601
Q,V,26,18,26,18,-201.405354
Q,V,37,3,26,18,76.921201
Q,V,39,17,26,18,125.322572
Q,V,4,7,27,6,107.527861
Q,V,5,5,27,6,383.881411
Q,V,24,31,27,6,36.281389
Q,V,25,11,27,6,122.826837
Q,V,27,6,27,6,-651.201177
Q,V,28,30,28,30,-59.256163
Q,V,36,2,28,30,56.489693
Q,V,29,37,29,37,-44.278409
Q,V,30,25,29,37,43.994248
Q,V,29,37,30,25,43.021793
Q,V,30,25,30,25,-148.948927
Q,V,34,26,30,25,32.180162
Q,V,36,2,30,25,71.925858
Q,V,31,38,31,38,-65.849482
Q,V,33,29,31,38,64.581919
Q,V,32,28,32,28,-90.125128
Q,V,33,29,32,28,69.169573
Q,V,34,26,32,28,21.852612
Q,V,31,38,33,29,63.945831
Q,V,32,28,33,29,68.566602
Q,V,33,29,33,29,-148.570247
Q,V,34,26,33,29,16.429491
Q,V,30,25,34,26,32.484969
Q,V,32,28,34,26,22.055275
Q,V,33,29,34,26,16.727227
Q,V,34,26,34,26,-140.393378
Q,V,35,27,34,26,69.697125
Q,V,34,26,35,27,71.125543
Q,V,35,27,35,27,-128.615940
Q,V,39,17,35,27,59.441234
Q,V,2,1,36,2,25.182610
Q,V,28,30,36,2,56.411067
Q,V,30,25,36,2,75.374365
Q,V,36,2,36,2,-222.244840
Q,V,37,3,36,2,67.364404
Q,V,3,4,37,3,46.907960
Q,V,26,18,37,3,77.040811
Q,V,36,2,37,3,69.166204
Q,V,37,3,37,3,-192.502513
Q,V,1,9,38,8,28.214164
Q,V,4,7,38,8,215.204599
Q,V,5,5,38,8,89.447021
Q,V,38,8,38,8,-328.544128
Q,V,19,16,39,17,115.410524
Q,V,26,18,39,17,124.688558
Q,V,35,27,39,17,59.648892
Q,V,39,17,39,17,-299.764072
Q,V,40,103,40,103,-10.000000
Q,V,41,104,40,103,10.000000
Q,V,40,103,41,104,10.000000
Q,V,41,104,41,104,-49.230686
Q,V,43,105,41,104,39.479686
Q,V,42,101,42,101,-9.800000
Q,V,43,105,42,101,10.000000
Q,V,41,104,43,105,39.479686
Q,V,42,101,43,105,10.000000
Q,V,43,105,43,105,-49.230686
