ROW_TYPE,COLUMN_TYPE,ROW,ROW_BUS,COLUMN,COLUMN_BUS,VALUE
P,A,121,60,61,64,147.570806
P,A,62,66,62,66,-1551.985068
P,A,63,65,62,66,91.170099
P,A,120,59,62,66,1343.622008
P,A,121,60,62,66,117.791713
P,A,61,64,63,65,244.939014
P,A,62,66,63,65,91.563945
P,A,63,65,63,65,-826.340233
P,A,119,35,63,65,490.246237
P,A,64,82,64,82,-800.918040
P,A,120,59,64,82,401.914375
P,A,121,60,64,82,125.100964
P,A,123,80,64,82,106.691096
P,A,124,81,64,82,167.529768
P,A,65,114,65,114,-999.824785
P,A,66,14,65,114,999.824785
P,A,65,114,66,14,999.824785
P,A,66,14,66,14,-1586.466782
P,A,68,15,66,14,260.109364
P,A,82,17,66,14,323.598541
P,A,67,311,67,311,-998.809272
P,A,69,18,67,311,998.809272
P,A,66,14,68,15,262.159299
P,A,68,15,68,15,-811.960992
P,A,69,18,68,15,444.254752
P,A,95,16,68,15,107.270653
P,A,67,311,69,18,998.809272
P,A,68,15,69,18,443.936051
P,A,69,18,69,18,-1906.371136
P,A,82,17,69,18,176.422784
P,A,84,20,69,18,286.660247
P,A,70,111,70,111,-1001.416036
P,A,72,11,70,111,1001.416036
P,A,71,319,71,319,-998.993258
P,A,80,21,71,319,998.993258
P,A,70,111,72,11,1001.416036
P,A,72,11,72,11,-1182.457259
P,A,80,21,72,11,178.374024
P,A,73,122,73,122,-999.147713
P,A,76,22,73,122,999.147713
P,A,74,23,74,23,-663.100091
P,A,75,24,74,23,264.516405
P,A,76,22,74,23,398.936569
P,A,74,23,75,24,264.895796
P,A,75,24,75,24,-598.135189
P,A,76,22,75,24,139.504623
P,A,77,25,75,24,194.113314
P,A,73,122,76,22,999.147713
P,A,74,23,76,22,398.204295
P,A,75,24,76,22,138.808889
P,A,76,22,76,22,-2286.585037
P,A,80,21,76,22,749.107528
P,A,75,24,77,25,194.809895
P,A,77,25,77,25,-638.120482
P,A,79,26,77,25,319.447797
P,A,80,21,77,25,124.612736
P,A,78,313,78,313,-998.429784
P,A,125,13,78,313,998.429784
P,A,77,25,79,26,320.494773
P,A,79,26,79,26,-1009.329152
P,A,84,20,79,26,148.489012
P,A,125,13,79,26,541.463473
P,A,71,319,80,21,998.993258
P,A,72,11,80,21,181.041223
P,A,76,22,80,21,748.996132
P,A,77,25,80,21,123.512394
P,A,80,21,80,21,-2319.547479
P,A,81,19,80,21,180.840836
P,A,84,20,80,21,85.761112
P,A,80,21,81,19,181.657370
P,A,81,19,81,19,-467.066455
P,A,82,17,81,19,199.270469
P,A,84,20,81,19,86.458356
P,A,66,14,82,17,324.482698
P,A,69,18,82,17,175.836591
P,A,81,19,82,17,199.445115
P,A,82,17,82,17,-699.291794
P,A,83,112,83,112,-999.124493
P,A,118,12,83,112,999.124493
P,A,69,18,84,20,287.470521
P,A,79,26,84,20,148.554953
P,A,80,21,84,20,86.802562
P,A,81,19,84,20,86.780504
P,A,84,20,84,20,-929.919294
P,A,118,12,84,20,322.192083
P,A,85,183,85,183,-1000.655041
P,A,86,83,85,183,1000.655041
P,A,85,183,86,83,1000.655041
P,A,86,83,86,83,-1180.353963
P,A,91,84,86,83,178.325039
P,A,87,187,87,187,-998.565661
P,A,88,87,87,187,998.565661
P,A,87,187,88,87,998.565661
P,A,88,87,88,87,-1662.675737
P,A,89,86,88,87,663.248480
P,A,88,87,89,86,664.110076
P,A,89,86,89,86,-1260.224275
P,A,90,85,89,86,198.738027
P,A,93,88,89,86,398.148956
P,A,89,86,90,85,198.848052
P,A,90,85,90,85,-560.845851
P,A,91,84,90,85,362.492700
P,A,86,83,91,84,179.698922
P,A,90,85,91,84,362.107824
P,A,91,84,91,84,-793.645374
P,A,117,89,91,84,167.945583
P,A,119,35,91,84,84.569556
P,A,92,191,92,191,-1000.681438
P,A,94,91,92,191,1000.681438
P,A,89,86,93,88,398.127743
P,A,93,88,93,88,-789.163044
P,A,94,91,93,88,141.407434
P,A,117,89,93,88,250.019316
P,A,92,191,94,91,1000.681438
P,A,93,88,94,91,141.181431
P,A,94,91,94,91,-1767.963393
P,A,95,16,94,91,66.295136
P,A,117,89,94,91,558.548625
P,A,68,15,95,16,107.915578
P,A,94,91,95,16,66.632959
P,A,95,16,95,16,-573.623372
P,A,118,12,95,16,400.400771
P,A,96,170,96,170,-999.768945
P,A,97,70,96,170,999.768945
P,A,96,170,97,70,999.768945
P,A,97,70,97,70,-1404.727941
P,A,113,71,97,70,403.562068
P,A,98,175,98,175,-998.826761
P,A,100,75,98,175,998.826761
P,A,99,315,99,315,-998.644716
P,A,101,74,99,315,998.644716
P,A,98,175,100,75,998.826761
P,A,100,75,100,75,-2469.911423
P,A,101,74,100,75,1468.610931
P,A,99,315,101,74,998.644716
P,A,100,75,101,74,1471.084661
P,A,101,74,101,74,-2750.381450
P,A,103,73,101,74,280.202529
P,A,102,322,102,322,-997.924079
P,A,104,72,102,322,997.924079
P,A,101,74,103,73,283.125803
P,A,103,73,103,73,-571.287188
P,A,104,72,103,73,289.468265
P,A,102,322,104,72,997.924079
P,A,103,73,104,72,291.084659
P,A,104,72,104,72,-1520.049623
P,A,109,77,104,72,130.975907
P,A,113,71,104,72,100.202743
P,A,105,178,105,178,-1001.429033
P,A,108,78,105,178,1001.429033
P,A,106,318,106,318,-999.604040
P,A,123,80,106,318,999.604040
P,A,107,79,107,79,-807.608159
P,A,108,78,107,79,236.221632
P,A,123,80,107,79,571.865480
P,A,105,178,108,78,1001.429033
P,A,107,79,108,78,235.786287
P,A,108,78,108,78,-1735.556689
P,A,109,77,108,78,363.233493
P,A,122,76,108,78,133.784622
P,A,104,72,109,77,131.724316
P,A,108,78,109,77,363.888696
P,A,109,77,109,77,-752.847333
P,A,122,76,109,77,117.658573
P,A,123,80,109,77,141.015422
P,A,110,193,110,193,-999.180209
P,A,112,93,110,193,999.180209
P,A,111,324,111,324,-997.365281
P,A,116,92,111,324,997.365281
P,A,110,193,112,93,999.180209
P,A,112,93,112,93,-1665.222872
P,A,116,92,112,93,664.309698
P,A,97,70,113,71,404.958996
P,A,104,72,113,71,100.932963
P,A,113,71,113,71,-872.422461
P,A,116,92,113,71,206.266608
P,A,122,76,113,71,161.166986
P,A,114,312,114,312,-998.946175
P,A,115,90,114,312,998.946175
P,A,114,312,115,90,998.946175
P,A,115,90,115,90,-1524.071624
P,A,116,92,115,90,75.615224
P,A,117,89,115,90,132.534485
P,A,118,12,115,90,317.816875
P,A,111,324,116,92,997.365281
P,A,112,93,116,92,666.042663
P,A,113,71,116,92,206.926595
P,A,115,90,116,92,75.158032
P,A,116,92,116,92,-2095.896158
P,A,117,89,116,92,151.398851
P,A,91,84,117,89,167.874072
P,A,93,88,117,89,249.832657
P,A,94,91,117,89,559.241563
P,A,115,90,117,89,132.247407
P,A,116,92,117,89,152.339347
P,A,117,89,117,89,-1260.446860
P,A,53,6,118,12,29951.665129
P,A,55,27,118,12,307.505801
P,A,83,112,118,12,999.124493
P,A,84,20,118,12,322.550567
P,A,95,16,118,12,400.057583
P,A,115,90,118,12,317.720011
P,A,118,12,118,12,-32299.092008
P,A,54,2,119,35,51.032923
P,A,56,34,119,35,195.234283
P,A,63,65,119,35,491.498972
P,A,91,84,119,35,84.953562
P,A,119,35,119,35,-821.743213
P,A,1,10,120,59,30073.747213
P,A,47,67,120,59,279.196798
P,A,49,68,120,59,401.886420
P,A,62,66,120,59,1342.505837
P,A,64,82,120,59,401.872579
P,A,120,59,120,59,-32500.728684
P,A,58,62,121,60,108.844380
P,A,61,64,121,60,147.556454
P,A,62,66,121,60,117.915287
P,A,64,82,121,60,125.317288
P,A,121,60,121,60,-659.988167
P,A,122,76,121,60,161.639380
P,A,108,78,122,76,134.017328
P,A,109,77,122,76,117.632059
P,A,113,71,122,76,161.731055
P,A,121,60,122,76,160.788249
P,A,122,76,122,76,-805.096448
P,A,124,81,122,76,231.903581
P,A,64,82,123,80,106.649678
P,A,106,318,123,80,999.604040
P,A,107,79,123,80,571.821871
P,A,109,77,123,80,141.005873
P,A,123,80,123,80,-2268.847961
P,A,124,81,123,80,451.459124
P,A,40,69,124,81,472.935468
P,A,64,82,124,81,167.078496
P,A,122,76,124,81,230.846886
P,A,123,80,124,81,449.671924
P,A,124,81,124,81,-1324.456988
P,A,55,27,125,13,284.578657
P,A,59,63,125,13,265.101609
P,A,78,313,125,13,998.429784
P,A,79,26,125,13,541.326403
P,A,125,13,125,13,-2090.180281
P,A,126,94,126,94,-977.186519
P,A,127,194,126,94,977.186519
P,A,126,94,127,194,977.186519
P,A,127,194,127,194,-977.186519
P,A,128,201,128,201,-660.602127
P,A,129,202,128,201,660.602127
P,A,128,201,129,202,660.602127
P,A,129,202,129,202,-660.602127
P,A,130,301,130,301,-661.020859
P,A,131,302,130,301,661.020859
P,A,130,301,131,302,661.020859
P,A,131,302,131,302,-661.020859
P,V,0,57,0,57,-79.452426
P,V,1,10,0,57,79.156779
P,V,0,57,1,10,1.498948
P,V,1,10,1,10,-69.050377
P,V,50,9,1,10,8.455601
P,V,53,6,1,10,31.694209
P,V,120,59,1,10,27.642926
P,V,2,3,2,3,-13.927113
P,V,53,6,2,3,13.877095
P,V,3,105,3,105,-6.000000
P,V,4,5,3,105,6.000000
P,V,3,105,4,5,-6.066073
P,V,4,5,4,5,-6.644743
P,V,9,7,4,5,12.770124
P,V,5,104,5,104,-6.000000
P,V,6,4,5,104,6.000000
P,V,5,104,6,4,-5.987971
P,V,6,4,6,4,-20.635967
P,V,9,7,6,4,18.505767
P,V,53,6,6,4,7.893770
P,V,7,128,7,128,-10.000000
P,V,8,28,7,128,10.000000
P,V,7,128,8,28,-10.059684
P,V,8,28,8,28,-101.167002
P,V,9,7,8,28,1.732280
P,V,23,31,8,28,109.567950
P,V,4,5,9,7,0.575922
P,V,6,4,9,7,0.089064
P,V,8,28,9,7,-1.732696
P,V,9,7,9,7,4.144898
P,V,10,8,9,7,-2.891247
P,V,9,7,10,8,22.984072
P,V,10,8,10,8,-12.609982
P,V,50,9,10,8,-16.965134
P,V,51,29,10,8,-3.662385
P,V,53,6,10,8,10.115367
P,V,11,140,11,140,-12.900000
P,V,21,40,11,140,12.900000
P,V,12,41,12,41,-17.163042
P,V,17,42,12,41,8.589709
P,V,21,40,12,41,8.725538
P,V,13,145,13,145,-6.600000
P,V,14,45,13,145,6.600000
P,V,13,145,14,45,-6.597112
P,V,14,45,14,45,-94.158855
P,V,22,44,14,45,100.738749
P,V,15,143,15,143,-6.600000
P,V,16,43,15,143,6.600000
P,V,15,143,16,43,-6.596962
P,V,16,43,16,43,-37.106743
P,V,17,42,16,43,13.372688
P,V,22,44,16,43,30.297195
P,V,12,41,17,42,12.890628
P,V,16,43,17,42,8.419441
P,V,17,42,17,42,-31.885765
P,V,18,30,17,42,2.537409
P,V,22,44,17,42,8.007586
P,V,17,42,18,30,18.031765
P,V,18,30,18,30,-93.303023
P,V,51,29,18,30,72.342703
P,V,52,54,18,30,2.920510
P,V,19,33,19,33,-24.627081
P,V,20,32,19,33,8.285012
P,V,56,34,19,33,16.515255
P,V,19,33,20,32,12.329371
P,V,20,32,20,32,-70.993554
P,V,21,40,20,32,9.946984
P,V,22,44,20,32,20.815146
P,V,23,31,20,32,18.801742
P,V,56,34,20,32,9.187224
P,V,11,140,21,40,-12.906837
P,V,12,41,21,40,21.208536
P,V,20,32,21,40,19.352944
P,V,21,40,21,40,-41.797163
P,V,23,31,21,40,13.852420
P,V,14,45,22,44,87.568838
P,V,16,43,22,44,22.821081
P,V,17,42,22,44,7.158659
P,V,20,32,22,44,28.621411
P,V,22,44,22,44,-165.021043
P,V,56,34,22,44,18.697368
P,V,8,28,23,31,92.805057
P,V,20,32,23,31,26.882774
P,V,21,40,23,31,10.317359
P,V,23,31,23,31,-129.828401
P,V,24,102,24,102,-3.017532
P,V,54,2,24,102,3.017532
P,V,25,325,25,325,-7.000000
P,V,56,34,25,325,7.000000
P,V,26,36,26,36,-21.081306
P,V,54,2,26,36,8.644754
P,V,56,34,26,36,12.646222
P,V,27,48,27,48,-108.504804
P,V,50,9,27,48,108.238509
P,V,28,314,28,314,-12.000000
P,V,29,51,28,314,12.000000
P,V,28,314,29,51,-11.990133
P,V,29,51,29,51,-25.778064
P,V,31,49,29,51,17.230124
P,V,38,52,29,51,20.638715
P,V,30,323,30,323,-10.000000
P,V,41,50,30,323,10.000000
P,V,29,51,31,49,15.460499
P,V,31,49,31,49,-44.106219
P,V,41,50,31,49,27.105862
P,V,50,9,31,49,1.381420
P,V,32,129,32,129,-10.000000
P,V,51,29,32,129,10.000000
P,V,33,316,33,316,-5.700000
P,V,37,53,33,316,5.700000
P,V,34,46,34,46,-24.841655
P,V,37,53,34,46,9.230617
P,V,51,29,34,46,15.535775
P,V,35,156,35,156,-12.000000
P,V,36,56,35,156,12.000000
P,V,35,156,36,56,-11.983267
P,V,36,56,36,56,-43.129284
P,V,52,54,36,56,55.151285
P,V,33,316,37,53,-5.693691
P,V,34,46,37,53,18.765768
P,V,37,53,37,53,-26.526221
P,V,38,52,37,53,4.236004
P,V,52,54,37,53,9.267512
P,V,29,51,38,52,9.697337
P,V,37,53,38,52,18.228445
P,V,38,52,38,52,-29.641811
P,V,48,55,38,52,1.706621
P,V,39,317,39,317,-8.950000
P,V,40,69,39,317,8.950000
P,V,39,317,40,69,-8.940631
P,V,40,69,40,69,-68.844207
P,V,41,50,40,69,18.677693
P,V,49,68,40,69,29.289768
P,V,124,81,40,69,29.863387
P,V,30,323,41,50,-9.984621
P,V,31,49,41,50,28.339530
P,V,40,69,41,50,17.162723
P,V,41,50,41,50,-51.385344
P,V,48,55,41,50,4.936813
P,V,52,54,41,50,11.042685
P,V,42,139,42,139,-15.000000
P,V,44,39,42,139,15.000000
P,V,43,321,43,321,-6.600000
P,V,45,38,43,321,6.600000
P,V,42,139,44,39,-14.999842
P,V,44,39,44,39,-43.845689
P,V,45,38,44,39,58.654752
P,V,43,321,45,38,-6.612291
P,V,44,39,45,38,28.899872
P,V,45,38,45,38,-52.070111
P,V,46,37,45,38,16.419275
P,V,47,67,45,38,13.227580
P,V,48,55,45,38,0.368980
P,V,45,38,46,37,0.861487
P,V,46,37,46,37,-22.347649
P,V,51,29,46,37,12.600292
P,V,54,2,46,37,8.968268
P,V,45,38,47,67,10.144168
P,V,47,67,47,67,-34.971004
P,V,49,68,47,67,7.463575
P,V,120,59,47,67,17.284287
P,V,38,52,48,55,21.560331
P,V,41,50,48,55,10.780721
P,V,45,38,48,55,8.619995
P,V,48,55,48,55,-63.508276
P,V,49,68,48,55,6.826163
P,V,52,54,48,55,15.419144
P,V,40,69,49,68,14.706052
P,V,47,67,49,68,9.892464
P,V,48,55,49,68,0.377164
P,V,49,68,49,68,-42.906170
P,V,120,59,49,68,17.916579
P,V,1,10,50,9,29.362319
P,V,10,8,50,9,42.743019
P,V,27,48,50,9,30.638594
P,V,31,49,50,9,-1.381390
P,V,50,9,50,9,-101.342347
P,V,10,8,51,29,3.662196
P,V,18,30,51,29,87.412193
P,V,32,129,51,29,-9.999208
P,V,34,46,51,29,9.331092
P,V,46,37,51,29,16.396172
P,V,51,29,51,29,-106.818914
P,V,18,30,52,54,9.632601
P,V,36,56,52,54,31.126044
P,V,37,53,52,54,13.756726
P,V,41,50,52,54,4.269685
P,V,48,55,52,54,0.542704
P,V,52,54,52,54,-67.132607
P,V,54,2,52,54,7.661006
P,V,1,10,53,6,-12.173825
P,V,2,3,53,6,13.952167
P,V,6,4,53,6,14.601302
P,V,10,8,53,6,6.951804
P,V,53,6,53,6,-13.424492
P,V,118,12,53,6,-9.772902
P,V,24,102,54,2,-3.013181
P,V,26,36,54,2,22.447309
P,V,46,37,54,2,6.399152
P,V,52,54,54,2,1.269208
P,V,54,2,54,2,-32.952530
P,V,119,35,54,2,5.655618
P,V,55,27,55,27,-19.868541
P,V,56,34,55,27,7.048128
P,V,118,12,55,27,9.492792
P,V,125,13,55,27,3.359468
P,V,19,33,56,34,26.888739
P,V,20,32,56,34,9.742621
P,V,22,44,56,34,13.476523
P,V,25,325,56,34,-6.997403
P,V,26,36,56,34,11.251596
P,V,55,27,56,34,0.924980
P,V,56,34,56,34,-64.248997
P,V,119,35,56,34,8.705716
P,V,57,320,57,320,-8.700000
P,V,58,62,57,320,8.700000
P,V,57,320,58,62,-8.710213
P,V,58,62,58,62,-80.819227
P,V,59,63,58,62,28.353262
P,V,60,61,58,62,53.384151
P,V,121,60,58,62,7.874699
P,V,58,62,59,63,17.970752
P,V,59,63,59,63,-46.821063
P,V,60,61,59,63,3.122831
P,V,125,13,59,63,26.037697
P,V,58,62,60,61,72.403275
P,V,59,63,60,61,15.159314
P,V,60,61,60,61,-179.356939
P,V,61,64,60,61,91.314583
P,V,60,61,61,64,44.737413
P,V,61,64,61,64,-81.258861
P,V,63,65,61,64,26.295329
P,V,121,60,61,64,10.428678
P,V,62,66,62,66,-66.253547
P,V,63,65,62,66,8.484355
P,V,120,59,62,66,51.136210
P,V,121,60,62,66,6.552241
P,V,61,64,63,65,8.421562
P,V,62,66,63,65,-0.493485
P,V,63,65,63,65,-51.622798
P,V,119,35,63,65,43.575595
P,V,64,82,64,82,-33.513238
P,V,120,59,64,82,17.256561
P,V,121,60,64,82,7.950129
P,V,123,80,64,82,6.154389
P,V,124,81,64,82,2.081479
P,V,65,114,65,114,-15.000000
P,V,66,14,65,114,15.000000
P,V,65,114,66,14,-15.000941
P,V,66,14,66,14,-57.220435
P,V,68,15,66,14,36.449613
P,V,82,17,66,14,35.462086
P,V,67,311,67,311,-13.500000
P,V,69,18,67,311,13.500000
P,V,66,14,68,15,16.089891
P,V,68,15,68,15,-46.372814
P,V,69,18,68,15,16.290679
P,V,95,16,68,15,14.121246
P,V,67,311,69,18,-13.514860
P,V,68,15,69,18,23.420892
P,V,69,18,69,18,-55.890154
P,V,82,17,69,18,14.698163
P,V,84,20,69,18,31.093166
P,V,70,111,70,111,-15.000000
P,V,72,11,70,111,15.000000
P,V,71,319,71,319,-15.000000
P,V,80,21,71,319,15.000000
P,V,70,111,72,11,-14.977109
P,V,72,11,72,11,-16.147957
P,V,80,21,72,11,30.936693
P,V,73,122,73,122,-13.000000
P,V,76,22,73,122,13.000000
P,V,74,23,74,23,-25.298850
P,V,75,24,74,23,16.062442
P,V,76,22,74,23,9.363001
P,V,74,23,75,24,7.434335
P,V,75,24,75,24,-29.747498
P,V,76,22,75,24,4.261542
P,V,77,25,75,24,18.092230
P,V,73,122,76,22,-13.009988
P,V,74,23,76,22,25.915432
P,V,75,24,76,22,14.558509
P,V,76,22,76,22,-100.974614
P,V,80,21,76,22,73.260950
P,V,75,24,77,25,7.342311
P,V,77,25,77,25,-36.506734
P,V,79,26,77,25,28.928995
P,V,80,21,77,25,0.307885
P,V,78,313,78,313,-16.550000
P,V,125,13,78,313,16.550000
P,V,77,25,79,26,12.641953
P,V,79,26,79,26,-60.516552
P,V,84,20,79,26,13.398421
P,V,125,13,79,26,34.579152
P,V,71,319,80,21,-15.013424
P,V,72,11,80,21,1.173687
P,V,76,22,80,21,74.402332
P,V,77,25,80,21,16.541026
P,V,80,21,80,21,-108.260802
P,V,81,19,80,21,17.275462
P,V,84,20,80,21,13.645660
P,V,80,21,81,19,-1.387849
P,V,81,19,81,19,-16.918915
P,V,82,17,81,19,10.812218
P,V,84,20,81,19,7.494229
P,V,66,14,82,17,26.228539
P,V,69,18,82,17,20.596991
P,V,81,19,82,17,6.847936
P,V,82,17,82,17,-53.479267
