ROW_TYPE,COLUMN_TYPE,ROW,ROW_BUS,COLUMN,COLUMN_BUS,VALUE
P,V,27,6,5,5,29.411765
P,V,38,8,5,5,6.345178
P,V,6,32,6,32,0.000000
P,V,7,10,6,32,-0.000000
P,V,6,32,7,10,-0.000000
P,V,7,10,7,10,-42.895442
P,V,23,13,7,10,21.447721
P,V,25,11,7,10,21.447721
P,V,8,12,8,12,-1.658726
P,V,23,13,8,12,0.839376
P,V,25,11,8,12,0.839376
P,V,9,34,9,34,-2.863729
P,V,10,20,9,34,2.746135
P,V,9,34,10,20,2.779913
P,V,10,20,10,20,-6.537158
P,V,12,19,10,20,3.458741
P,V,11,33,11,33,-3.670283
P,V,12,19,11,33,3.236559
P,V,10,20,12,19,3.458741
P,V,11,33,12,19,3.227496
P,V,12,19,12,19,-10.068950
P,V,19,16,12,19,4.179619
P,V,13,35,13,35,0.000000
P,V,15,22,13,35,-0.000000
P,V,14,36,14,36,-0.761394
P,V,18,23,14,36,0.675594
P,V,13,35,15,22,-0.000000
P,V,15,22,15,22,-10.553433
P,V,16,21,15,22,4.068348
P,V,18,23,15,22,6.485084
P,V,15,22,16,21,4.068348
P,V,16,21,16,21,-8.442562
P,V,19,16,16,21,4.374214
P,V,17,24,17,24,-10.384839
P,V,18,23,17,24,1.788851
P,V,19,16,17,24,8.595989
P,V,14,36,18,23,0.718494
P,V,15,22,18,23,6.485084
P,V,17,24,18,23,1.788851
P,V,18,23,18,23,-8.906628
P,V,12,19,19,16,4.179619
P,V,16,21,19,16,4.374214
P,V,17,24,19,16,8.595989
P,V,19,16,19,16,-36.025838
P,V,21,15,19,16,10.093081
P,V,39,17,19,16,8.782936
P,V,20,102,20,102,0.000000
P,V,22,14,20,102,-0.000000
P,V,19,16,21,15,10.093081
P,V,21,15,21,15,-13.889508
P,V,22,14,21,15,3.796427
P,V,20,102,22,14,-0.000000
P,V,21,15,22,14,3.796427
P,V,22,14,22,14,-12.549588
P,V,23,13,22,14,8.753161
P,V,7,10,23,13,21.447721
P,V,8,12,23,13,0.839376
P,V,22,14,23,13,8.753161
P,V,23,13,23,13,-31.050330
P,V,24,31,24,31,0.000000
P,V,27,6,24,31,-0.000000
P,V,7,10,25,11,21.447721
P,V,8,12,25,11,0.839376
P,V,25,11,25,11,-32.632324
P,V,27,6,25,11,10.335154
P,V,26,18,26,18,-16.511460
P,V,37,3,26,18,6.176305
P,V,39,17,26,18,10.335154
P,V,4,7,27,6,7.058824
P,V,5,5,27,6,29.411765
P,V,24,31,27,6,-0.000000
P,V,25,11,27,6,10.335154
P,V,27,6,27,6,-46.805743
P,V,28,30,28,30,0.000000
P,V,36,2,28,30,-0.000000
P,V,29,37,29,37,-1.203108
P,V,30,25,29,37,1.086829
P,V,29,37,30,25,1.117042
P,V,30,25,30,25,-60.970089
P,V,34,26,30,25,3.037408
P,V,36,2,30,25,56.929083
P,V,31,38,31,38,-3.532427
P,V,33,29,31,38,3.198721
P,V,32,28,32,28,-7.985996
P,V,33,29,32,28,6.087751
P,V,34,26,32,28,1.898245
P,V,31,38,33,29,3.283487
P,V,32,28,33,29,6.087751
P,V,33,29,33,29,-10.492833
P,V,34,26,33,29,1.447163
P,V,30,25,34,26,3.037408
P,V,32,28,34,26,1.898245
P,V,33,29,34,26,1.447163
P,V,34,26,34,26,-12.803362
P,V,35,27,34,26,6.420546
P,V,34,26,35,27,6.420546
P,V,35,27,35,27,-10.739770
P,V,39,17,35,27,4.319224
P,V,2,1,36,2,2.057057
P,V,28,30,36,2,-0.000000
P,V,30,25,36,2,56.929083
P,V,36,2,36,2,-64.645695
P,V,37,3,36,2,5.659556
P,V,3,4,37,3,2.854759
P,V,26,18,37,3,6.176305
P,V,36,2,37,3,5.659556
P,V,37,3,37,3,-14.690620
P,V,1,9,38,8,1.738499
P,V,4,7,38,8,18.761726
P,V,5,5,38,8,6.345178
P,V,38,8,38,8,-26.845403
P,V,19,16,39,17,8.782936
P,V,26,18,39,17,10.335154
P,V,35,27,39,17,4.319224
P,V,39,17,39,17,-23.437314
P,V,40,103,40,103,0.000000
P,V,41,104,40,103,-0.000000
P,V,40,103,41,104,-0.000000
P,V,41,104,41,104,-3.774950
P,V,43,105,41,104,3.774950
P,V,42,101,42,101,0.000000
P,V,43,105,42,101,-0.000000
P,V,41,104,43,105,3.774950
P,V,42,101,43,105,-0.000000
P,V,43,105,43,105,-3.774950
Q,A,0,39,0,39,3.290735
Q,A,1,9,0,39,-1.645367
Q,A,2,1,0,39,-1.645367
Q,A,0,39,1,9,-1.645367
Q,A,1,9,1,9,3.383867
Q,A,38,8,1,9,-1.738499
Q,A,0,39,2,1,-1.645367
Q,A,2,1,2,1,3.702424
Q,A,36,2,2,1,-2.057057
Q,A,3,4,3,4,7.718572
Q,A,5,5,3,4,-4.863813
Q,A,37,3,3,4,-2.854759
Q,A,4,7,4,7,25.820550
Q,A,27,6,4,7,-7.058824
Q,A,38,8,4,7,-18.761726
Q,A,3,4,5,5,-4.863813
Q,A,5,5,5,5,40.620756
Q,A,27,6,5,5,-29.411765
Q,A,38,8,5,5,-6.345178
Q,A,6,32,6,32,0.000000
Q,A,7,10,6,32,0.000000
Q,A,6,32,7,10,0.000000
Q,A,7,10,7,10,42.895442
Q,A,23,13,7,10,-21.447721
Q,A,25,11,7,10,-21.447721
Q,A,8,12,8,12,1.678751
Q,A,23,13,8,12,-0.839376
Q,A,25,11,8,12,-0.839376
Q,A,9,34,9,34,2.779913
Q,A,10,20,9,34,-2.779913
Q,A,9,34,10,20,-2.779913
Q,A,10,20,10,20,6.238654
Q,A,12,19,10,20,-3.458741
Q,A,11,33,11,33,3.227496
Q,A,12,19,11,33,-3.227496
Q,A,10,20,12,19,-3.458741
Q,A,11,33,12,19,-3.227496
Q,A,12,19,12,19,10.865856
Q,A,19,16,12,19,-4.179619
Q,A,13,35,13,35,0.000000
Q,A,15,22,13,35,0.000000
Q,A,14,36,14,36,0.718494
Q,A,18,23,14,36,-0.718494
Q,A,13,35,15,22,0.000000
Q,A,15,22,15,22,10.553433
Q,A,16,21,15,22,-4.068348
Q,A,18,23,15,22,-6.485084
Q,A,15,22,16,21,-4.068348
Q,A,16,21,16,21,8.442562
Q,A,19,16,16,21,-4.374214
Q,A,17,24,17,24,10.384839
Q,A,18,23,17,24,-1.788851
Q,A,19,16,17,24,-8.595989
Q,A,14,36,18,23,-0.718494
Q,A,15,22,18,23,-6.485084
Q,A,17,24,18,23,-1.788851
Q,A,18,23,18,23,8.992429
Q,A,12,19,19,16,-4.179619
Q,A,16,21,19,16,-4.374214
Q,A,17,24,19,16,-8.595989
Q,A,19,16,19,16,36.025838
Q,A,21,15,19,16,-10.093081
Q,A,39,17,19,16,-8.782936
Q,A,20,102,20,102,0.000000
Q,A,22,14,20,102,0.000000
Q,A,19,16,21,15,-10.093081
Q,A,21,15,21,15,13.889508
Q,A,22,14,21,15,-3.796427
Q,A,20,102,22,14,0.000000
Q,A,21,15,22,14,-3.796427
Q,A,22,14,22,14,12.549588
Q,A,23,13,22,14,-8.753161
Q,A,7,10,23,13,-21.447721
Q,A,8,12,23,13,-0.839376
Q,A,22,14,23,13,-8.753161
Q,A,23,13,23,13,31.040258
Q,A,24,31,24,31,0.000000
Q,A,27,6,24,31,0.000000
Q,A,7,10,25,11,-21.447721
Q,A,8,12,25,11,-0.839376
Q,A,25,11,25,11,32.622251
Q,A,27,6,25,11,-10.335154
Q,A,26,18,26,18,16.511460
Q,A,37,3,26,18,-6.176305
Q,A,39,17,26,18,-10.335154
Q,A,4,7,27,6,-7.058824
Q,A,5,5,27,6,-29.411765
Q,A,24,31,27,6,0.000000
Q,A,25,11,27,6,-10.335154
Q,A,27,6,27,6,46.805743
Q,A,28,30,28,30,0.000000
Q,A,36,2,28,30,0.000000
Q,A,29,37,29,37,1.117042
Q,A,30,25,29,37,-1.117042
Q,A,29,37,30,25,-1.117042
Q,A,30,25,30,25,61.083533
Q,A,34,26,30,25,-3.037408
Q,A,36,2,30,25,-56.929083
Q,A,31,38,31,38,3.283487
Q,A,33,29,31,38,-3.283487
Q,A,32,28,32,28,7.985996
Q,A,33,29,32,28,-6.087751
Q,A,34,26,32,28,-1.898245
Q,A,31,38,33,29,-3.283487
Q,A,32,28,33,29,-6.087751
Q,A,33,29,33,29,10.818400
Q,A,34,26,33,29,-1.447163
Q,A,30,25,34,26,-3.037408
Q,A,32,28,34,26,-1.898245
Q,A,33,29,34,26,-1.447163
Q,A,34,26,34,26,12.803362
Q,A,35,27,34,26,-6.420546
Q,A,34,26,35,27,-6.420546
Q,A,35,27,35,27,10.739770
Q,A,39,17,35,27,-4.319224
Q,A,2,1,36,2,-2.057057
Q,A,28,30,36,2,0.000000
Q,A,30,25,36,2,-56.929083
Q,A,36,2,36,2,64.645695
Q,A,37,3,36,2,-5.659556
Q,A,3,4,37,3,-2.854759
Q,A,26,18,37,3,-6.176305
Q,A,36,2,37,3,-5.659556
Q,A,37,3,37,3,14.690620
Q,A,1,9,38,8,-1.738499
Q,A,4,7,38,8,-18.761726
Q,A,5,5,38,8,-6.345178
Q,A,38,8,38,8,26.845403
Q,A,19,16,39,17,-8.782936
Q,A,26,18,39,17,-10.335154
Q,A,35,27,39,17,-4.319224
Q,A,39,17,39,17,23.437314
Q,A,40,103,40,103,0.000000
Q,A,41,104,40,103,0.000000
Q,A,40,103,41,104,0.000000
Q,A,41,104,41,104,3.774950
Q,A,43,105,41,104,-3.774950
Q,A,42,101,42,101,0.000000
Q,A,43,105,42,101,0.000000
Q,A,41,104,43,105,-3.774950
Q,A,42,101,43,105,0.000000
Q,A,43,105,43,105,3.774950
Q,V,0,39,0,39,-82.656037
Q,V,1,9,0,39,39.936102
Q,V,2,1,0,39,39.936102
Q,V,0,39,1,9,41.134185
Q,V,1,9,1,9,-64.595676
Q,V,38,8,1,9,27.438057
Q,V,0,39,2,1,41.134185
Q,V,2,1,2,1,-61.445044
Q,V,36,2,2,1,24.155725
Q,V,3,4,3,4,-124.239534
Q,V,5,5,3,4,77.821012
Q,V,37,3,3,4,46.774123
Q,V,4,7,4,7,-323.804144
Q,V,27,6,4,7,108.235294
Q,V,38,8,4,7,215.759850
Q,V,3,4,5,5,77.821012
Q,V,5,5,5,5,-548.681240
Q,V,27,6,5,5,382.352941
Q,V,38,8,5,5,88.832487
Q,V,6,32,6,32,-51.581028
Q,V,7,10,6,32,46.728972
Q,V,6,32,7,10,45.939252
Q,V,7,10,7,10,-502.384826
Q,V,23,13,7,10,230.563003
Q,V,25,11,7,10,230.563003
Q,V,8,12,8,12,-45.096622
Q,V,23,13,8,12,22.820524
Q,V,25,11,8,12,22.820524
Q,V,9,34,9,34,-57.274576
Q,V,10,20,9,34,54.922709
Q,V,9,34,10,20,55.598258
Q,V,10,20,10,20,-129.636363
Q,V,12,19,10,20,68.186602
Q,V,11,33,11,33,-74.454321
Q,V,12,19,11,33,65.655905
Q,V,10,20,12,19,68.186602
Q,V,11,33,12,19,65.472068
Q,V,12,19,12,19,-168.351721
Q,V,19,16,12,19,50.939108
Q,V,13,35,13,35,-78.530786
Q,V,15,22,13,35,68.224458
Q,V,14,36,14,36,-41.419827
Q,V,18,23,14,36,36.752287
Q,V,13,35,15,22,71.587924
Q,V,15,22,15,22,-236.049314
Q,V,16,21,15,22,71.196094
Q,V,18,23,15,22,103.761349
Q,V,15,22,16,21,71.196094
Q,V,16,21,16,21,-144.499656
Q,V,19,16,16,21,73.814861
Q,V,17,24,17,24,-197.084428
Q,V,18,23,17,24,28.458987
Q,V,19,16,17,24,169.054441
Q,V,14,36,18,23,39.086057
Q,V,15,22,18,23,103.761349
Q,V,17,24,18,23,28.458987
Q,V,18,23,18,23,-166.093252
Q,V,12,19,19,16,50.939108
Q,V,16,21,19,16,73.814861
Q,V,17,24,19,16,169.054441
Q,V,19,16,19,16,-509.961789
Q,V,21,15,19,16,105.416620
Q,V,39,17,19,16,111.668758
Q,V,20,102,20,102,-9.700000
Q,V,22,14,20,102,10.000000
Q,V,19,16,21,15,105.416620
Q,V,21,15,21,15,-150.647658
Q,V,22,14,21,15,45.768038
Q,V,20,102,22,14,10.000000
Q,V,21,15,22,14,45.768038
Q,V,22,14,22,14,-153.459655
Q,V,23,13,22,14,98.229916
Q,V,7,10,23,13,230.563003
Q,V,8,12,23,13,22.820524
Q,V,22,14,23,13,98.229916
Q,V,23,13,23,13,-351.642089
Q,V,24,31,24,31,-41.176822
Q,V,27,6,24,31,37.383178
Q,V,7,10,25,11,230.563003
Q,V,8,12,25,11,22.820524
Q,V,25,11,25,11,-374.514523
Q,V,27,6,25,11,121.068950
Q,V,26,18,26,18,-195.400398
Q,V,37,3,26,18,74.677148
Q,V,39,17,26,18,121.068950
Q,V,4,7,27,6,108.235294
Q,V,5,5,27,6,382.352941
Q,V,24,31,27,6,36.710280
Q,V,25,11,27,6,121.068950
Q,V,27,6,27,6,-644.526703
Q,V,28,30,28,30,-61.844765
Q,V,36,2,28,30,53.901091
Q,V,29,37,29,37,-46.520189
Q,V,30,25,29,37,42.024037
Q,V,29,37,30,25,43.192305
Q,V,30,25,30,25,-138.747093
Q,V,34,26,30,25,30.658833
Q,V,36,2,30,25,69.941444
Q,V,31,38,31,38,-68.882327
Q,V,33,29,31,38,62.375050
Q,V,32,28,32,28,-85.556381
Q,V,33,29,32,28,65.660738
Q,V,34,26,32,28,20.924843
Q,V,31,38,33,29,64.027989
Q,V,32,28,33,29,65.660738
Q,V,33,29,33,29,-137.930183
Q,V,34,26,33,29,15.868019
Q,V,30,25,34,26,30.658833
Q,V,32,28,34,26,20.924843
Q,V,33,29,34,26,15.868019
Q,V,34,26,34,26,-132.305624
Q,V,35,27,34,26,67.415730
Q,V,34,26,35,27,67.415730
Q,V,35,27,35,27,-124.333433
Q,V,39,17,35,27,57.478902
Q,V,2,1,36,2,24.155725
Q,V,28,30,36,2,56.461393
Q,V,30,25,36,2,69.941444
Q,V,36,2,36,2,-207.444657
Q,V,37,3,36,2,65.737919
Q,V,3,4,37,3,46.774123
Q,V,26,18,37,3,74.677148
Q,V,36,2,37,3,65.737919
Q,V,37,3,37,3,-186.496789
Q,V,1,9,38,8,27.438057
Q,V,4,7,38,8,215.759850
Q,V,5,5,38,8,88.832487
Q,V,38,8,38,8,-331.424394
Q,V,19,16,39,17,111.668758
Q,V,26,18,39,17,121.068950
Q,V,35,27,39,17,57.478902
Q,V,39,17,39,17,-289.628910
Q,V,40,103,40,103,-10.000000
Q,V,41,104,40,103,10.000000
Q,V,40,103,41,104,10.000000
Q,V,41,104,41,104,-49.230686
Q,V,43,105,41,104,39.479686
Q,V,42,101,42,101,-9.800000
Q,V,43,105,42,101,10.000000
Q,V,41,104,43,105,39.479686
Q,V,42,101,43,105,10.000000
Q,V,43,105,43,105,-49.230686
