ROW,ROW_BUS,COLUMN,COLUMN_BUS,REAL,IMAGINARY
32,27,31,26,-6.42054574638844,67.41573033707866
31,26,32,27,-6.42054574638844,67.41573033707866
32,27,32,27,10.73976961508404,-124.61403258972004
37,17,32,27,-4.31922386869560,57.47890225264138
9,13,33,14,-8.75316086364521,98.22991635868509
24,15,33,14,-3.79642714023580,45.76803830173159
33,14,33,14,17.33857333761342,-220.88209316685189
38,4,33,14,-4.78898533373242,77.22238850643519
34,18,34,18,16.51145973546747,-195.57324791346275
36,3,34,18,-6.17630544637844,74.67714766984841
37,17,34,18,-10.33515428908903,121.06895024361434
2,1,35,2,-2.05705688056140,24.15572508316387
25,30,35,2,-0.00000000000000,53.90109149710281
27,25,35,2,-56.92908262849707,69.94144437215355
35,2,35,2,64.64569545159222,-211.87056920901321
36,3,35,2,-5.65955594253374,65.73791902481497
34,18,36,3,-6.17630544637844,74.67714766984841
35,2,36,3,-5.65955594253374,65.73791902481497
36,3,36,3,14.69062005200674,-186.84298940536652
38,4,36,3,-2.85475866309456,46.77412271070315
23,16,37,17,-8.78293601003764,111.66875784190715
32,27,37,17,-4.31922386869560,57.47890225264138
34,18,37,17,-10.33515428908903,121.06895024361434
37,17,37,17,23.43731416782227,-289.92276033816285
5,5,38,4,-4.86381322957198,77.82101167315174
33,14,38,4,-4.78898533373242,77.22238850643519
36,3,38,4,-2.85475866309456,46.77412271070315
38,4,38,4,12.50755722639896,-201.57062289029008
