ROW,ROW_BUS,COLUMN,COLUMN_BUS,REAL,IMAGINARY
32,17,17,18,-10.33515428908903,121.06895024361434
18,34,18,34,2.77085065114990,-55.41701302299806
19,20,18,34,-2.74613543225957,54.92270864519135
18,34,19,20,-2.74613543225957,54.92270864519135
19,20,19,20,6.38790578960683,-126.71061147118132
21,19,19,20,-3.45874068239965,68.18660202445035
20,33,20,33,3.46311779547816,-70.25181813684262
21,19,20,33,-3.23655868736276,65.65590480078748
19,20,21,19,-3.45874068239965,68.18660202445032
20,33,21,19,-3.23655868736276,65.65590480078750
21,19,21,19,10.46740324327355,-176.47474990802669
28,16,21,19,-4.17961913220658,50.93910817376766
22,35,22,35,0.00000000000000,-69.93006993006993
24,22,22,35,-0.00000000000000,68.22445846836091
23,36,23,36,0.67559350889757,-36.75228688402762
27,23,23,36,-0.67559350889757,36.75228688402762
22,35,24,22,-0.00000000000000,68.22445846836091
24,22,24,22,10.55343255670623,-241.29734056942090
25,21,24,22,-4.06834825061025,71.19609438567942
27,23,24,22,-6.48508430609598,103.76134889753568
24,22,25,21,-4.06834825061025,71.19609438567942
25,21,25,21,8.44256225903061,-144.75530577777303
28,16,25,21,-4.37421400842036,73.81486139209360
26,24,26,24,10.38483912087150,-197.29892779557881
27,23,26,24,-1.78885058218955,28.45898653483379
28,16,26,24,-8.59598853868195,169.05444126074499
23,36,27,23,-0.67559350889757,36.75228688402762
24,22,27,23,-6.48508430609598,103.76134889753568
26,24,27,23,-1.78885058218955,28.45898653483379
27,23,27,23,8.94952839718310,-168.69982231639710
21,19,28,16,-4.17961913220658,50.93910817376766
25,21,28,16,-4.37421400842036,73.81486139209360
26,24,28,16,-8.59598853868195,169.05444126074499
28,16,28,16,36.02583832184625,-510.42778860795488
30,15,28,16,-10.09308063249972,105.41661993944150
32,17,28,16,-8.78293601003764,111.66875784190715
29,103,29,103,0.00000000000000,-49.50000000000000
31,14,29,103,-0.00000000000000,48.78048780487805
28,16,30,15,-10.09308063249972,105.41661993944150
30,15,30,15,13.88950777273552,-150.91615824117309
31,14,30,15,-3.79642714023580,45.76803830173159
29,103,31,14,-0.00000000000000,48.78048780487806
30,15,31,14,-3.79642714023580,45.76803830173159
31,14,31,14,12.54958800388101,-191.31952447005381
38,13,31,14,-8.75316086364521,98.22991635868509
17,18,32,17,-10.33515428908903,121.06895024361434
28,16,32,17,-8.78293601003764,111.66875784190715
32,17,32,17,23.43731416782227,-289.92276033816285
33,27,32,17,-4.31922386869560,57.47890225264138
32,17,33,27,-4.31922386869560,57.47890225264138
33,27,33,27,10.73976961508404,-124.61403258972004
37,26,33,27,-6.42054574638844,67.41573033707866
34,38,34,38,3.27868852459017,-63.93442622950821
36,29,34,38,-3.19872051179528,62.37504998000801
35,28,35,28,7.98599580295827,-86.07098108976724
36,29,35,28,-6.08775057616211,65.66073835717702
37,26,35,28,-1.89824522679616,20.92484273259022
34,38,36,29,-3.19872051179528,62.37504998000801
35,28,36,29,-6.08775057616211,65.66073835717702
36,29,36,29,10.65561682053085,-141.74346436123574
37,26,36,29,-1.44716330603188,15.86801870648989
12,25,37,26,-3.03740757263675,30.65883268630224
33,27,37,26,-6.42054574638844,67.41573033707866
35,28,37,26,-1.89824522679616,20.92484273259022
36,29,37,26,-1.44716330603188,15.86801870648989
37,26,37,26,12.80336185185324,-133.58652446246100
5,10,38,13,-21.44772117962466,230.56300268096516
6,12,38,13,-0.83937558724159,22.82052377813066
31,14,38,13,-8.75316086364521,98.22991635868509
38,13,38,13,31.04529388403491,-351.62776596044966
5,10,39,11,-21.44772117962466,230.56300268096516
6,12,39,11,-0.83937558724159,22.82052377813066
39,11,39,11,32.62728730947873,-374.48349984537896
42,6,39,11,-10.33515428908903,121.06895024361434
40,7,40,7,25.82054960821101,-323.89964402383845
41,8,40,7,-18.76172607879925,215.75984990619136
42,6,40,7,-7.05882352941176,108.23529411764706
3,5,41,8,-6.34517766497462,88.83248730964468
15,9,41,8,-1.73849944821539,27.43805650879076
40,7,41,8,-18.76172607879925,215.75984990619136
41,8,41,8,26.84540319198926,-331.72739372462684
2,31,42,6,-0.00000000000000,37.38317757009346
3,5,42,6,-29.41176470588236,382.35294117647061
39,11,42,6,-10.33515428908903,121.06895024361434
40,7,42,6,-7.05882352941176,108.23529411764706
42,6,42,6,46.80574252438314,-646.44708466866041
