ROW_TYPE,COLUMN_TYPE,ROW,ROW_BUS,COLUMN,COLUMN_BUS,VALUE
P,V,10,31,10,31,-5.744641
P,V,12,6,10,31,5.744641
P,V,7,10,11,11,18.441645
P,V,8,12,11,11,0.843794
P,V,11,11,11,11,-32.984935
P,V,12,6,11,11,13.742447
P,V,3,7,12,6,11.174583
P,V,5,5,12,6,34.225216
P,V,10,31,12,6,-5.608229
P,V,11,11,12,6,7.077184
P,V,12,6,12,6,-47.081227
P,V,13,34,13,34,-7.823207
P,V,14,20,13,34,7.627125
P,V,13,34,14,20,-2.263721
P,V,14,20,14,20,0.547702
P,V,16,19,14,20,1.854056
P,V,15,33,15,33,-9.791167
P,V,16,19,15,33,9.638942
P,V,14,20,16,19,5.093314
P,V,15,33,16,19,-2.744940
P,V,16,19,16,19,-10.968129
P,V,23,16,16,19,8.507656
P,V,17,35,17,35,-6.194606
P,V,19,22,17,35,6.194606
P,V,18,36,18,36,-6.180532
P,V,22,23,18,36,6.176822
P,V,17,35,19,22,-6.248518
P,V,19,22,19,22,-10.978174
P,V,20,21,19,22,9.924035
P,V,22,23,19,22,6.985551
P,V,19,22,20,21,-1.642200
P,V,20,21,20,21,-5.971270
P,V,23,16,20,21,7.728572
P,V,21,24,21,24,-7.703151
P,V,22,23,21,24,-1.586551
P,V,23,16,21,24,9.189754
P,V,18,36,22,23,-4.764524
P,V,19,22,22,23,6.422682
P,V,21,24,22,23,5.250761
P,V,22,23,22,23,-6.791442
P,V,16,19,23,16,0.044588
P,V,20,21,23,16,1.239487
P,V,21,24,23,16,8.487026
P,V,23,16,23,16,-33.769489
P,V,24,15,23,16,12.845406
P,V,37,17,23,16,11.072709
P,V,23,16,24,15,7.668359
P,V,24,15,24,15,-10.873337
P,V,33,14,24,15,3.499463
P,V,25,30,25,30,-2.386635
P,V,35,2,25,30,2.386635
P,V,26,37,26,37,-6.406787
P,V,27,25,26,37,6.399750
P,V,26,37,27,25,-4.004676
P,V,27,25,27,25,-62.303588
P,V,31,26,27,25,3.894748
P,V,35,2,27,25,61.370136
P,V,28,38,28,38,-11.451302
P,V,30,29,28,38,11.380615
P,V,29,28,29,28,-6.412244
P,V,30,29,29,28,3.058596
P,V,31,26,29,28,3.336866
P,V,28,38,30,29,-4.618548
P,V,29,28,30,29,9.697687
P,V,30,29,30,29,-8.476262
P,V,31,26,30,29,3.332423
P,V,27,25,31,26,2.494429
P,V,29,28,31,26,0.640143
P,V,30,29,31,26,-0.312454
P,V,31,26,31,26,-12.114853
P,V,32,27,31,26,9.094034
P,V,31,26,32,27,4.242663
P,V,32,27,32,27,-8.393365
P,V,37,17,32,27,4.293585
P,V,9,13,33,14,5.953958
P,V,24,15,33,14,4.168999
P,V,33,14,33,14,-17.495294
P,V,38,4,33,14,7.357194
P,V,34,18,34,18,-15.426401
P,V,36,3,34,18,6.680900
P,V,37,17,34,18,8.787171
P,V,2,1,35,2,3.285307
P,V,25,30,35,2,-2.386905
P,V,27,25,35,2,58.307252
P,V,35,2,35,2,-67.708701
P,V,36,3,35,2,9.171465
P,V,34,18,36,3,6.012387
P,V,35,2,36,3,2.493992
P,V,36,3,36,3,-11.965043
P,V,38,4,36,3,3.511968
P,V,23,16,37,17,6.985638
P,V,32,27,37,17,4.621235
P,V,34,18,37,17,12.464215
P,V,37,17,37,17,-24.125594
P,V,5,5,38,4,3.256353
P,V,33,14,38,4,2.246767
P,V,36,3,38,4,2.263397
P,V,38,4,38,4,-7.534065
Q,A,0,39,0,39,4.429457
Q,A,1,9,0,39,-1.831067
Q,A,2,1,0,39,-0.564646
Q,A,0,39,1,9,-1.550155
Q,A,1,9,1,9,3.521964
Q,A,4,8,1,9,-1.861341
Q,A,0,39,2,1,-2.879302
Q,A,2,1,2,1,4.005616
Q,A,35,2,2,1,-1.065794
Q,A,3,7,3,7,27.913643
Q,A,4,8,3,7,-20.457376
Q,A,12,6,3,7,-2.882364
Q,A,1,9,4,8,-1.690897
Q,A,3,7,4,8,-16.673290
Q,A,4,8,4,8,31.760118
Q,A,5,5,4,8,-3.212068
Q,A,4,8,5,5,-9.441401
Q,A,5,5,5,5,40.900008
Q,A,12,6,5,5,-24.941646
Q,A,38,4,5,5,-6.512394
Q,A,6,32,6,32,-6.500000
Q,A,7,10,6,32,-6.500000
Q,A,6,32,7,10,6.500000
Q,A,7,10,7,10,44.229549
Q,A,9,13,7,10,-25.003074
Q,A,11,11,7,10,-25.386585
Q,A,8,12,8,12,1.747788
Q,A,9,13,8,12,-0.801585
Q,A,11,11,8,12,-0.841081
Q,A,7,10,9,13,-19.085754
Q,A,8,12,9,13,-0.894744
Q,A,9,13,9,13,31.812435
Q,A,33,14,9,13,-11.866080
Q,A,10,31,10,31,-5.641237
Q,A,12,6,10,31,-5.641237
Q,A,7,10,11,11,-18.643796
Q,A,8,12,11,11,-0.853044
Q,A,11,11,11,11,33.346504
Q,A,12,6,11,11,-13.893087
Q,A,3,7,12,6,-11.240354
Q,A,5,5,12,6,-34.426655
Q,A,10,31,12,6,5.641237
Q,A,11,11,12,6,-7.118838
Q,A,12,6,12,6,47.358334
Q,A,13,34,13,34,-2.240567
Q,A,14,20,13,34,-7.720939
Q,A,13,34,14,20,2.240567
Q,A,14,20,14,20,13.057900
Q,A,16,19,14,20,-1.835092
Q,A,15,33,15,33,-2.876249
Q,A,16,19,15,33,-9.611953
Q,A,14,20,16,19,-5.336961
Q,A,15,33,16,19,2.876249
Q,A,16,19,16,19,11.492808
Q,A,23,16,16,19,-8.914634
Q,A,17,35,17,35,-6.500000
Q,A,19,22,17,35,-6.500000
Q,A,18,36,18,36,-4.897473
Q,A,22,23,18,36,-6.298744
Q,A,17,35,19,22,6.500000
Q,A,19,22,19,22,11.420009
Q,A,20,21,19,22,-10.323445
Q,A,22,23,19,22,-7.266697
Q,A,19,22,20,21,1.681890
Q,A,20,21,20,21,11.595590
Q,A,23,16,20,21,-7.915364
Q,A,21,24,21,24,14.107916
Q,A,22,23,21,24,1.634492
Q,A,23,16,21,24,-9.467440
Q,A,18,36,22,23,4.897473
Q,A,19,22,22,23,-6.601899
Q,A,21,24,22,23,-5.397278
Q,A,22,23,22,23,11.930949
Q,A,16,19,23,16,-0.045763
Q,A,20,21,23,16,-1.272145
Q,A,21,24,23,16,-8.710639
Q,A,23,16,23,16,41.239233
Q,A,24,15,23,16,-13.183851
Q,A,37,17,23,16,-11.364448
Q,A,23,16,24,15,-7.751011
Q,A,24,15,24,15,17.390533
Q,A,33,14,24,15,-3.537182
Q,A,25,30,25,30,-2.500000
Q,A,35,2,25,30,-2.500000
Q,A,26,37,26,37,-4.227699
Q,A,27,25,26,37,-6.565083
Q,A,26,37,27,25,4.227699
Q,A,27,25,27,25,70.253303
Q,A,31,26,27,25,-4.111648
Q,A,35,2,27,25,-64.787867
Q,A,28,38,28,38,-4.845239
Q,A,30,29,28,38,-11.682202
Q,A,29,28,29,28,10.845604
Q,A,30,29,29,28,-3.208067
Q,A,31,26,29,28,-3.499935
Q,A,28,38,30,29,4.845239
Q,A,29,28,30,29,-10.173676
Q,A,30,29,30,29,14.562300
Q,A,31,26,30,29,-3.495987
Q,A,27,25,31,26,-2.618287
Q,A,29,28,31,26,-0.671929
Q,A,30,29,31,26,0.327969
Q,A,31,26,31,26,15.496403
Q,A,32,27,31,26,-9.545589
Q,A,31,26,32,27,-4.388832
Q,A,32,27,32,27,14.302535
Q,A,37,17,32,27,-4.441508
Q,A,9,13,33,14,-6.007775
Q,A,24,15,33,14,-4.206682
Q,A,33,14,33,14,17.653432
Q,A,38,4,33,14,-7.423694
Q,A,34,18,34,18,19.009418
Q,A,36,3,34,18,-6.864102
Q,A,37,17,34,18,-9.028130
Q,A,2,1,35,2,-3.440970
Q,A,25,30,35,2,2.500000
Q,A,27,25,35,2,-61.069933
Q,A,35,2,35,2,70.916835
Q,A,36,3,35,2,-9.606022
Q,A,34,18,36,3,-6.179168
Q,A,35,2,36,3,-2.563174
Q,A,36,3,36,3,18.736950
Q,A,38,4,36,3,-3.609389
Q,A,23,16,37,17,-7.190784
Q,A,32,27,37,17,-4.756946
Q,A,34,18,37,17,-12.830250
Q,A,37,17,37,17,24.834086
Q,A,5,5,38,4,-3.261285
Q,A,33,14,38,4,-2.250171
Q,A,36,3,38,4,-2.266826
Q,A,38,4,38,4,17.545478
Q,V,0,39,0,39,-79.738006
Q,V,1,9,0,39,41.028784
Q,V,2,1,0,39,41.840431
Q,V,0,39,1,9,41.139426
Q,V,1,9,1,9,-68.415218
Q,V,4,8,1,9,27.276217
Q,V,0,39,2,1,41.075111
Q,V,2,1,2,1,-66.341763
Q,V,35,2,2,1,25.371414
Q,V,3,7,3,7,-321.515888
Q,V,4,8,3,7,214.355801
Q,V,12,6,3,7,109.065178
Q,V,1,9,4,8,28.197986
Q,V,3,7,4,8,214.891215
Q,V,4,8,4,8,-328.065712
Q,V,5,5,4,8,89.306002
Q,V,4,8,5,5,88.049669
Q,V,5,5,5,5,-550.727160
Q,V,12,6,5,5,384.937877
Q,V,38,4,5,5,77.820804
Q,V,6,32,6,32,-51.322825
Q,V,7,10,6,32,46.987175
Q,V,6,32,7,10,45.491090
Q,V,7,10,7,10,-512.513765
Q,V,9,13,7,10,233.105038
Q,V,11,11,7,10,232.757849
Q,V,8,12,8,12,-44.406298
Q,V,9,13,8,12,23.102424
Q,V,11,11,8,12,23.070894
Q,V,7,10,9,13,234.374603
Q,V,8,12,9,13,22.778060
Q,V,9,13,9,13,-355.945681
Q,V,33,14,9,13,98.817709
Q,V,10,31,10,31,-41.398191
Q,V,12,6,10,31,37.161809
Q,V,7,10,11,11,234.407428
Q,V,8,12,11,11,22.779581
Q,V,11,11,11,11,-378.588449
Q,V,12,6,11,11,121.449421
Q,V,3,7,12,6,107.369675
Q,V,5,5,12,6,383.273315
Q,V,10,31,12,6,36.279367
Q,V,11,11,12,6,122.637187
Q,V,12,6,12,6,-650.251882
Q,V,13,34,13,34,-57.813451
Q,V,14,20,13,34,53.891810
Q,V,13,34,14,20,55.621666
Q,V,14,20,14,20,-124.373941
Q,V,16,19,14,20,71.516251
Q,V,15,33,15,33,-71.290439
Q,V,16,19,15,33,68.202443
Q,V,14,20,16,19,67.383722
Q,V,15,33,16,19,65.494074
Q,V,16,19,16,19,-184.916713
Q,V,23,16,16,19,51.762425
Q,V,17,35,17,35,-76.055839
Q,V,19,22,17,35,70.699405
Q,V,18,36,18,36,-37.477726
Q,V,22,23,18,36,37.275897
Q,V,17,35,19,22,71.314703
Q,V,19,22,19,22,-251.008766
Q,V,20,21,19,22,72.358406
Q,V,22,23,19,22,106.636237
Q,V,19,22,20,21,74.164142
Q,V,20,21,20,21,-147.131031
Q,V,23,16,20,21,75.498060
Q,V,21,24,21,24,-204.155645
Q,V,22,23,21,24,29.267863
Q,V,23,16,21,24,173.489548
Q,V,18,36,22,23,37.180020
Q,V,19,22,22,23,107.957129
Q,V,21,24,22,23,28.903726
Q,V,22,23,22,23,-172.584157
Q,V,16,19,23,16,53.555219
Q,V,20,21,23,16,75.721369
Q,V,21,24,23,16,174.181098
Q,V,23,16,23,16,-523.561606
Q,V,24,15,23,16,106.266555
Q,V,37,17,23,16,114.770212
Q,V,23,16,24,15,108.418018
Q,V,24,15,24,15,-151.029099
Q,V,33,14,24,15,46.208013
Q,V,25,30,25,30,-59.341324
Q,V,35,2,25,30,56.404532
Q,V,26,37,26,37,-44.187438
Q,V,27,25,26,37,43.915343
Q,V,26,37,27,25,42.937762
Q,V,27,25,27,25,-148.690119
Q,V,31,26,27,25,32.103318
Q,V,35,2,27,25,71.800911
Q,V,28,38,28,38,-65.905041
Q,V,30,29,28,38,64.526655
Q,V,29,28,29,28,-90.014049
Q,V,30,29,29,28,69.111329
Q,V,31,26,29,28,21.800133
Q,V,28,38,30,29,63.945552
Q,V,29,28,30,29,68.481652
Q,V,30,29,30,29,-148.444202
Q,V,31,26,30,29,16.389702
Q,V,27,25,31,26,32.428894
Q,V,29,28,31,26,22.028245
Q,V,30,29,31,26,16.713030
Q,V,31,26,31,26,-140.057662
Q,V,32,27,31,26,69.461133
Q,V,31,26,32,27,70.956657
Q,V,32,27,32,27,-128.177406
Q,V,37,17,32,27,59.178136
Q,V,9,13,33,14,99.652452
Q,V,24,15,33,14,46.232634
Q,V,33,14,33,14,-222.878616
Q,V,38,4,33,14,77.137879
Q,V,34,18,34,18,-200.644195
Q,V,36,3,34,18,76.720373
Q,V,37,17,34,18,124.768579
Q,V,2,1,35,2,25.167536
Q,V,25,30,35,2,56.410918
Q,V,27,25,35,2,75.259843
Q,V,35,2,35,2,-221.909299
Q,V,36,3,35,2,67.188304
Q,V,34,18,36,3,76.751754
Q,V,35,2,36,3,69.062354
Q,V,36,3,36,3,-192.002596
Q,V,38,4,36,3,46.800556
Q,V,23,16,37,17,114.752476
Q,V,32,27,37,17,59.447466
Q,V,34,18,37,17,124.217493
Q,V,37,17,37,17,-298.436874
Q,V,5,5,38,4,78.172622
Q,V,33,14,38,4,78.037749
Q,V,36,3,38,4,48.107856
Q,V,38,4,38,4,-200.038736
